城区,卧室数,客厅数,房屋面积,楼层,是否临近地铁,是否学区房,单位面积价格
12894,西城,2,1,100.92,低层,1,0,54499
12895,海淀,3,1,115.29,中层,1,0,69304
12896,海淀,1,1,94.17,中层,1,0,55220
12897,丰台,2,1,89.98,低层,0,0,33341
12898,丰台,2,1,87.0,高层,0,0,33334
12899,丰台,2,1,88.0,中层,0,0,32955
12900,海淀,2,1,78.87,中层,1,1,71637
12901,海淀,1,1,66.0,中层,1,1,69697
12902,海淀,1,1,66.77,高层,1,1,69643
12903,丰台,2,1,80.0,高层,1,0,50000
12904,丰台,1,1,47.47,高层,1,0,46346
12905,丰台,2,1,87.78,中层,1,0,44430
12906,丰台,1,1,53.36,中层,1,0,43104
12907,丰台,1,1,72.02,低层,1,0,41656
12908,丰台,1,0,54.0,高层,1,0,35186
12909,丰台,4,2,136.5,低层,1,0,54946
12910,丰台,2,2,94.49,中层,1,0,50270
12911,丰台,2,1,55.78,高层,1,0,50198
12912,丰台,1,1,67.04,低层,1,0,49225
12913,丰台,2,1,106.12,高层,1,0,49002
12914,丰台,3,2,115.49,高层,1,0,47624
12915,丰台,2,2,93.43,低层,1,0,44954
12916,西城,2,2,97.46,低层,0,0,61051
12917,西城,3,2,164.61,中层,0,0,57713
12918,西城,3,2,214.87,高层,0,0,55848
12919,西城,3,2,137.81,中层,0,0,48473
12920,西城,2,2,108.76,中层,0,0,47812
12921,西城,2,1,117.04,中层,1,0,66644
12922,西城,3,2,142.76,低层,1,0,63043
12923,西城,3,0,142.8,中层,1,0,60925
12924,西城,1,1,69.0,高层,1,0,60870
12925,西城,3,1,146.0,中层,1,1,60274
12926,西城,2,1,122.0,中层,1,0,51640
12927,西城,2,1,53.53,低层,1,1,89670
12928,西城,2,1,64.59,高层,1,1,77412
12929,西城,2,1,60.2,高层,1,1,72426
12930,西城,3,1,76.61,高层,1,1,69182
12931,海淀,2,1,60.0,中层,1,0,45834
12932,东城,1,1,36.16,中层,1,0,74669
12933,朝阳,3,2,148.23,中层,1,0,41827
12934,朝阳,3,2,179.3,中层,1,0,51311
12935,丰台,3,2,108.79,低层,1,0,56991
12936,丰台,2,2,108.0,中层,1,0,56945
12937,丰台,2,2,92.45,中层,1,0,56788
12938,丰台,3,2,133.38,中层,1,0,56231
12939,丰台,2,2,108.0,中层,1,0,56019
12940,丰台,3,2,149.83,中层,1,0,54729
12941,丰台,2,2,98.65,高层,1,0,53726
12942,丰台,3,2,108.0,低层,1,0,52778
12943,丰台,3,2,142.59,高层,1,0,52599
12944,丰台,3,2,105.0,低层,1,0,52381
12945,丰台,1,1,55.53,中层,1,0,52225
12946,丰台,1,1,68.08,中层,1,0,52145
12947,丰台,1,1,68.12,高层,1,0,52114
12948,丰台,1,1,62.94,中层,1,0,52114
12949,丰台,2,1,75.01,高层,1,0,51994
12950,丰台,3,2,133.0,低层,1,0,50076
12951,丰台,1,1,62.02,低层,1,0,47566
12952,丰台,2,1,84.3,中层,1,0,46264
12953,丰台,3,2,130.33,中层,1,0,57547
12954,丰台,3,2,148.3,中层,1,0,57317
12955,丰台,1,1,50.68,中层,1,0,54263
12956,丰台,3,2,119.82,高层,1,0,54249
12957,丰台,2,1,73.73,高层,1,0,53574
12958,丰台,3,2,141.0,高层,1,0,53192
12959,丰台,1,1,37.96,中层,1,0,52424
12960,丰台,2,2,105.0,高层,1,0,52381
12961,丰台,2,1,75.09,低层,1,0,51938
12962,丰台,1,1,67.38,中层,1,0,51203
12963,丰台,2,2,105.0,高层,1,0,50477
12964,丰台,1,1,55.14,中层,1,0,50418
12965,丰台,2,1,83.42,低层,1,0,49149
12966,丰台,2,1,98.43,高层,1,0,46734
12967,丰台,2,2,105.77,高层,1,0,45382
12968,朝阳,3,2,291.19,中层,1,1,72118
12969,朝阳,4,2,283.1,低层,1,1,70647
12970,朝阳,3,2,293.0,低层,1,1,68260
12971,朝阳,4,2,283.11,高层,1,1,65346
12972,朝阳,3,2,255.0,低层,1,1,58824
12973,朝阳,3,1,123.74,中层,1,1,48489
12974,朝阳,1,1,65.19,中层,1,1,40804
12975,朝阳,1,1,90.28,低层,1,1,35335
12976,朝阳,3,1,154.57,中层,1,1,31701
12977,朝阳,3,2,161.09,低层,1,1,31660
12978,朝阳,1,1,77.5,中层,1,0,70968
12979,朝阳,2,2,160.37,高层,1,0,65474
12980,东城,2,1,57.45,高层,1,0,82159
12981,东城,4,2,136.23,高层,1,1,78544
12982,东城,3,1,73.52,中层,1,0,77530
12983,东城,3,1,78.0,低层,1,0,61539
12984,东城,3,1,78.0,低层,1,0,57693
12985,东城,1,0,35.09,中层,1,0,85495
12986,东城,1,0,38.0,中层,1,0,84211
12987,东城,1,0,31.0,高层,1,0,83871
12988,东城,1,0,39.97,低层,1,0,82562
12989,东城,1,1,53.31,高层,1,0,82161
12990,东城,1,2,61.27,高层,1,0,81607
12991,东城,1,1,53.3,中层,1,0,80676
12992,东城,1,0,31.26,低层,1,0,79335
12993,东城,1,1,52.76,高层,1,0,79227
12994,东城,1,0,37.84,中层,1,0,79017
12995,东城,1,1,53.27,中层,1,0,78656
12996,东城,1,0,30.81,低层,1,0,77897
12997,东城,2,1,68.23,高层,1,0,77386
12998,东城,1,0,37.59,中层,1,0,77149
12999,东城,1,0,39.2,低层,1,0,76276
13000,东城,2,1,68.29,低层,1,0,76146
13001,东城,2,1,73.81,低层,1,0,75871
13002,东城,2,1,72.8,高层,1,0,75550
13003,东城,2,1,72.51,高层,1,0,74473
13004,东城,1,0,38.0,高层,1,0,73685
13005,东城,1,0,30.4,低层,1,0,71711
13006,东城,3,1,94.74,高层,1,0,62276
13007,东城,4,1,118.0,高层,1,0,61017
13008,朝阳,2,1,88.12,高层,1,0,52769
13009,朝阳,2,2,100.48,低层,1,0,47373
13010,朝阳,1,0,49.0,低层,1,0,45919
13011,朝阳,2,1,95.44,低层,1,0,45893
13012,朝阳,2,1,104.71,低层,1,0,45841
13013,朝阳,1,1,55.53,高层,1,0,45021
13014,朝阳,1,1,72.2,中层,1,0,45014
13015,朝阳,2,1,89.56,高层,1,0,44440
13016,朝阳,2,2,89.62,高层,1,0,44075
13017,朝阳,2,1,97.17,高层,1,0,43224
13018,朝阳,2,1,101.32,高层,1,0,42934
13019,朝阳,1,1,64.21,低层,1,0,42050
13020,朝阳,1,1,67.88,中层,1,0,41986
13021,朝阳,1,1,75.48,中层,1,0,41733
13022,朝阳,3,2,147.43,高层,1,0,40698
13023,朝阳,1,2,75.39,中层,1,0,40457
13024,朝阳,3,2,135.0,高层,1,0,39630
13025,朝阳,3,1,134.82,中层,1,0,39312
13026,朝阳,1,1,59.51,高层,1,0,38649
13027,朝阳,2,1,78.2,低层,1,0,38108
13028,西城,2,1,50.7,中层,1,1,88758
13029,石景山,2,1,93.0,低层,0,0,32796
13030,石景山,2,1,100.36,低层,0,0,27900
13031,石景山,2,1,95.0,低层,0,0,26316
13032,石景山,2,1,103.0,低层,0,0,20389
13033,东城,2,1,57.5,中层,1,1,78261
13034,东城,2,0,49.8,高层,1,1,66266
13035,东城,2,1,68.0,高层,1,1,61765
13036,朝阳,3,2,194.77,低层,1,0,67773
13037,朝阳,2,1,50.83,高层,1,0,62955
13038,朝阳,3,1,68.98,高层,1,0,60888
13039,朝阳,2,1,54.02,中层,1,0,60163
13040,朝阳,2,1,53.25,低层,1,0,60094
13041,东城,3,2,124.0,高层,1,1,88710
13042,东城,2,1,65.25,中层,1,1,81993
13043,东城,1,1,72.88,低层,1,1,81916
13044,东城,2,1,111.5,高层,1,1,80718
13045,东城,2,1,65.25,低层,1,1,80460
13046,东城,2,1,66.0,高层,1,1,80304
13047,东城,2,1,65.25,高层,1,1,76629
13048,东城,3,2,125.67,中层,1,1,75595
13049,东城,4,2,187.0,低层,1,1,69519
13050,东城,2,1,88.0,低层,1,1,68182
13051,东城,4,2,192.51,中层,1,1,68049
13052,东城,2,1,87.0,高层,1,1,62069
13053,东城,2,1,96.58,中层,1,1,91117
13054,东城,4,2,179.0,中层,1,1,89386
13055,东城,2,1,89.0,中层,1,1,85394
13056,东城,2,1,93.7,中层,1,1,83779
13057,东城,1,1,76.0,中层,1,1,82895
13058,东城,2,2,105.53,低层,1,1,82442
13059,东城,3,2,124.0,中层,1,1,82259
13060,东城,1,1,74.31,低层,1,1,80743
13061,东城,1,0,48.55,低层,1,1,78270
13062,东城,2,1,97.0,中层,1,1,67011
13063,东城,2,1,131.0,高层,1,1,51985
13064,东城,4,2,226.86,高层,1,1,79345
13065,东城,3,2,139.0,中层,1,1,79137
13066,海淀,2,1,84.8,中层,1,0,54246
13067,海淀,2,1,58.77,低层,0,0,50196
13068,朝阳,4,2,198.0,高层,1,0,63132
13069,丰台,2,2,101.82,中层,0,0,42232
13070,丰台,2,2,89.87,中层,0,0,42061
13071,丰台,2,2,89.87,中层,0,0,41171
13072,丰台,3,2,136.9,中层,0,0,40906
13073,丰台,2,2,98.97,高层,0,0,40417
13074,丰台,3,2,136.12,低层,0,0,40406
13075,丰台,2,1,100.0,低层,0,0,38000
13076,丰台,3,2,136.9,高层,0,0,35793
13077,朝阳,1,1,41.98,中层,1,0,54788
13078,朝阳,2,1,60.98,高层,1,0,51657
13079,朝阳,3,2,112.3,中层,1,0,48976
13080,朝阳,3,1,151.34,中层,1,1,56165
13081,丰台,1,0,58.03,高层,1,0,45667
13082,丰台,2,1,97.06,中层,1,0,45333
13083,丰台,1,1,54.75,低层,1,1,41644
13084,西城,1,1,45.24,中层,1,0,97923
13085,西城,2,0,41.59,低层,1,0,97620
13086,西城,2,0,41.95,低层,1,0,96544
13087,西城,2,0,42.92,低层,1,0,93197
13088,西城,2,0,52.57,中层,1,0,89976
13089,西城,3,0,62.48,高层,1,0,89949
13090,西城,2,0,45.76,中层,1,1,89598
13091,西城,2,1,51.85,低层,1,0,88718
13092,西城,2,0,45.11,中层,1,0,88229
13093,西城,3,1,66.47,高层,1,1,88010
13094,西城,2,1,61.11,高层,1,1,78547
13095,西城,3,1,89.1,低层,1,1,109989
13096,西城,3,1,69.1,中层,1,1,109986
13097,西城,3,1,65.0,中层,1,0,92308
13098,西城,2,0,43.68,高层,1,0,89286
13099,西城,2,0,57.04,中层,1,0,87658
13100,西城,2,0,60.97,高层,1,0,86928
13101,西城,3,0,63.0,低层,1,0,85715
13102,西城,2,1,54.0,低层,1,0,83334
13103,西城,2,0,51.41,高层,1,0,79752
13104,西城,2,1,50.21,低层,1,0,77674
13105,东城,2,1,74.66,高层,1,0,40183
13106,东城,1,1,64.0,中层,1,0,39063
13107,东城,1,1,64.0,高层,1,0,37188
13108,东城,2,1,77.0,低层,1,0,35065
13109,东城,2,1,71.71,中层,1,0,34166
13110,东城,2,1,72.0,高层,1,0,33334
13111,东城,2,1,72.0,高层,1,0,33056
13112,东城,2,1,72.0,中层,1,0,33056
13113,东城,1,1,64.0,高层,1,0,32813
13114,东城,1,1,64.0,中层,1,0,32813
13115,东城,1,1,63.0,低层,1,0,32381
13116,西城,4,2,169.76,高层,1,0,55373
13117,西城,3,2,126.59,高层,1,0,55297
13118,西城,4,2,169.76,中层,1,0,54784
13119,朝阳,1,0,41.0,高层,1,0,53659
13120,朝阳,1,1,65.0,中层,1,0,46924
13121,朝阳,1,1,59.98,低层,1,0,46683
13122,朝阳,1,1,65.0,高层,1,0,46000
13123,朝阳,1,1,59.98,低层,1,0,45016
13124,朝阳,1,1,58.02,中层,1,0,43951
13125,朝阳,1,1,63.24,低层,1,0,49336
13126,朝阳,1,1,66.3,高层,1,0,48266
13127,朝阳,1,1,69.0,中层,1,0,47827
13128,朝阳,1,1,73.0,中层,1,0,46850
13129,朝阳,2,1,99.65,低层,1,0,46162
13130,朝阳,1,1,71.37,中层,1,0,45538
13131,朝阳,1,1,71.71,低层,1,0,44625
13132,朝阳,1,1,71.0,低层,1,0,43662
13133,朝阳,1,1,64.27,高层,1,0,43567
13134,朝阳,1,1,71.26,中层,1,0,43503
13135,朝阳,1,1,69.0,中层,1,0,43479
13136,朝阳,1,1,71.37,中层,1,0,43436
13137,朝阳,1,1,71.71,高层,1,0,43230
13138,朝阳,1,1,55.4,中层,1,0,50542
13139,朝阳,1,1,54.74,低层,1,0,49873
13140,朝阳,2,1,74.36,低层,1,0,49758
13141,朝阳,1,0,45.7,低层,1,0,47922
13142,朝阳,1,0,42.3,中层,1,0,46100
13143,朝阳,1,1,55.06,低层,1,0,42681
13144,海淀,2,1,55.0,中层,1,0,63273
13145,海淀,2,1,69.0,低层,1,0,66667
13146,海淀,3,1,77.5,高层,1,0,56775
13147,海淀,2,1,60.0,低层,0,1,65000
13148,海淀,3,1,62.3,中层,0,1,62922
13149,海淀,2,1,64.9,中层,0,1,62404
13150,海淀,3,1,80.7,低层,0,1,59480
13151,海淀,3,1,62.5,高层,0,1,59200
13152,海淀,2,1,69.3,高层,0,1,56566
13153,海淀,2,1,59.68,高层,0,0,83613
13154,海淀,3,0,71.0,中层,1,1,72817
13155,海淀,3,1,57.0,中层,1,1,64913
13156,海淀,2,1,54.5,低层,1,1,69725
13157,海淀,1,2,68.27,低层,1,0,67087
13158,海淀,2,2,101.5,高层,1,0,56158
13159,海淀,1,1,62.0,高层,1,0,42742
13160,海淀,3,2,181.0,中层,1,0,49448
13161,海淀,3,2,158.0,低层,1,0,44304
13162,海淀,3,2,181.0,低层,0,0,65194
13163,海淀,4,3,265.0,低层,0,0,64151
13164,西城,2,1,53.63,低层,0,0,63398
13165,西城,2,1,53.13,中层,0,0,67759
13166,西城,2,1,50.63,低层,0,0,66167
13167,西城,1,1,50.0,低层,0,0,60000
13168,西城,2,1,54.3,中层,0,0,58932
13169,西城,2,1,69.25,高层,0,0,56174
13170,西城,3,1,92.0,高层,0,0,48914
13171,西城,1,1,41.0,高层,0,0,56098
13172,东城,4,2,204.0,高层,1,0,73530
13173,东城,3,2,164.7,高层,1,0,72860
13174,东城,1,1,73.28,中层,1,0,65503
13175,东城,2,1,149.0,中层,1,0,63759
13176,东城,2,1,134.22,中层,1,0,61094
13177,东城,2,1,149.0,中层,1,0,59061
13178,东城,1,2,76.0,中层,1,0,72369
13179,东城,1,1,75.51,中层,1,0,70190
13180,东城,4,2,253.0,高层,1,0,65218
13181,东城,2,1,132.23,高层,1,0,64282
13182,东城,5,1,285.0,低层,1,0,63158
13183,朝阳,2,1,58.31,中层,1,0,61739
13184,朝阳,2,1,58.22,高层,1,0,57197
13185,朝阳,2,1,69.0,低层,1,0,45653
13186,朝阳,2,1,101.45,低层,1,0,39429
13187,朝阳,2,1,87.49,低层,1,0,37719
13188,朝阳,2,1,86.7,低层,1,0,36909
13189,朝阳,2,1,101.45,高层,1,0,36472
13190,朝阳,1,0,49.33,高层,1,0,44598
13191,朝阳,1,0,50.0,中层,1,1,61600
13192,朝阳,1,0,39.6,低层,1,1,58586
13193,朝阳,2,1,98.67,低层,1,1,56755
13194,朝阳,3,2,178.26,中层,1,1,54976
13195,朝阳,3,2,181.55,高层,1,1,52878
13196,朝阳,1,1,62.0,高层,1,1,50000
13197,朝阳,1,0,60.0,高层,1,1,50000
13198,朝阳,3,2,197.66,高层,1,1,49581
13199,朝阳,3,2,118.0,低层,0,0,76272
13200,朝阳,2,1,81.17,低层,1,1,50512
13201,朝阳,3,1,142.28,高层,1,1,45615
13202,朝阳,3,2,175.0,低层,1,1,41715
13203,海淀,3,2,124.28,中层,1,1,78855
13204,海淀,2,2,90.01,高层,1,1,77770
13205,海淀,2,1,84.0,高层,1,1,77381
13206,海淀,1,1,64.87,中层,1,1,77078
13207,海淀,2,1,84.0,低层,1,1,72620
13208,海淀,2,1,84.0,中层,1,1,72620
13209,朝阳,2,1,86.0,中层,1,0,46512
13210,朝阳,1,1,38.0,高层,1,0,51579
13211,朝阳,3,2,154.15,中层,1,1,42167
13212,朝阳,3,2,152.45,中层,1,1,40342
13213,朝阳,2,1,70.3,中层,1,0,48365
13214,朝阳,2,2,70.67,高层,1,0,74997
13215,朝阳,2,1,88.5,高层,1,0,59888
13216,朝阳,2,1,101.41,高层,1,0,49305
13217,朝阳,2,2,104.01,高层,1,0,48554
13218,朝阳,1,1,68.35,高层,1,0,48281
13219,朝阳,1,2,73.9,低层,1,0,47362
13220,朝阳,1,1,54.0,高层,1,0,46297
13221,朝阳,2,2,112.44,高层,1,0,46247
13222,朝阳,1,1,54.0,中层,1,0,46112
13223,朝阳,1,1,68.85,低层,1,0,45752
13224,朝阳,2,2,98.36,中层,1,0,45751
13225,朝阳,1,1,66.8,高层,1,0,44911
13226,朝阳,1,1,69.08,低层,1,0,44876
13227,朝阳,1,0,52.5,中层,1,0,44762
13228,朝阳,1,1,66.44,高层,1,0,43649
13229,朝阳,1,0,56.69,低层,1,0,41630
13230,朝阳,1,1,69.61,高层,1,0,41374
13231,朝阳,2,1,91.46,低层,1,0,40455
13232,朝阳,2,2,91.46,低层,1,0,40237
13233,东城,3,0,81.0,低层,1,0,90124
13234,东城,2,1,51.8,高层,1,0,75290
13235,海淀,3,1,80.1,低层,1,0,73034
13236,海淀,3,1,85.0,低层,1,0,68236
13237,海淀,3,1,86.26,中层,1,0,64921
13238,朝阳,3,2,147.0,中层,0,0,27892
13239,海淀,2,2,73.58,低层,1,1,95135
13240,海淀,3,1,105.57,低层,1,1,87146
13241,海淀,1,1,42.0,低层,1,0,61905
13242,海淀,1,0,42.0,高层,1,0,61429
13243,海淀,1,0,42.0,低层,1,0,60715
13244,海淀,3,2,109.08,中层,1,0,55006
13245,海淀,2,2,113.0,中层,1,0,53983
13246,海淀,2,1,104.37,中层,0,0,53656
13247,海淀,2,2,104.37,中层,0,0,52698
13248,海淀,3,2,145.58,低层,1,0,51519
13249,海淀,2,2,112.93,中层,1,0,51360
13250,海淀,2,2,112.93,高层,1,0,51360
13251,海淀,2,2,111.0,低层,1,0,51352
13252,海淀,2,2,120.33,中层,0,0,49863
13253,海淀,2,2,121.44,低层,0,0,47761
13254,海淀,2,1,121.01,高层,0,0,47104
13255,朝阳,1,1,73.84,中层,1,0,57557
13256,朝阳,2,2,99.0,高层,1,0,49495
13257,石景山,1,1,42.0,中层,0,0,28572
13258,石景山,2,1,61.8,低层,0,0,26700
13259,石景山,2,1,57.0,高层,0,0,26316
13260,海淀,3,2,132.17,高层,1,0,59015
13261,海淀,3,2,130.57,低层,1,0,53229
13262,海淀,3,2,132.41,低层,1,0,52867
13263,海淀,3,1,101.0,高层,1,0,51486
13264,朝阳,5,3,204.0,低层,0,0,41667
13265,朝阳,5,3,208.0,低层,0,0,37500
13266,朝阳,4,2,208.0,低层,0,0,35000
13267,朝阳,5,2,285.0,低层,0,0,32983
13268,朝阳,3,2,164.15,低层,0,0,31070
13269,朝阳,4,2,125.2,高层,0,0,25959
13270,朝阳,5,2,236.42,中层,0,0,23264
13271,海淀,2,1,62.1,低层,1,0,67633
13272,海淀,1,1,47.4,高层,1,0,75950
13273,海淀,3,1,79.92,低层,1,0,75076
13274,海淀,3,2,213.7,高层,1,0,58962
13275,西城,2,1,60.0,中层,1,0,110000
13276,西城,3,1,76.4,中层,1,0,108639
13277,西城,1,1,41.5,低层,1,0,103615
13278,西城,1,1,43.6,高层,1,0,103212
13279,西城,3,1,83.5,低层,1,0,102396
13280,西城,3,1,81.7,中层,1,0,102204
13281,西城,3,1,83.5,高层,1,0,101797
13282,西城,2,1,61.3,高层,1,0,101142
13283,西城,2,1,61.3,中层,1,0,101142
13284,西城,1,0,43.6,中层,1,0,100918
13285,海淀,4,2,158.65,低层,1,1,107155
13286,海淀,2,2,100.91,高层,1,1,105045
13287,海淀,2,2,115.58,中层,1,1,103738
13288,海淀,2,1,90.56,中层,1,1,101591
13289,海淀,3,2,158.0,中层,1,1,101266
13290,海淀,2,1,115.58,高层,1,1,99499
13291,海淀,2,2,105.61,低层,1,1,99423
13292,海淀,3,1,112.53,低层,1,1,97752
13293,海淀,3,2,144.19,高层,1,1,96401
13294,海淀,3,1,143.91,高层,1,1,93809
13295,海淀,4,1,200.35,中层,1,1,92339
13296,海淀,2,1,107.12,高层,1,1,91487
13297,朝阳,2,2,104.0,低层,1,0,55770
13298,朝阳,2,1,105.81,中层,1,0,54343
13299,朝阳,3,2,145.66,高层,1,0,53550
13300,朝阳,1,0,54.02,中层,1,0,52759
13301,朝阳,2,1,104.96,低层,1,0,52401
13302,朝阳,3,1,188.78,中层,1,0,45450
13303,朝阳,3,2,227.0,高层,1,0,44053
13304,朝阳,3,1,207.0,低层,1,0,42513
13305,海淀,1,1,55.0,中层,0,1,51819
13306,海淀,2,1,86.4,中层,0,1,47454
13307,东城,2,1,117.6,低层,1,0,85035
13308,东城,2,1,106.44,高层,1,0,80797
13309,东城,2,2,162.0,低层,1,0,80000
13310,东城,1,1,82.0,高层,1,0,79269
13311,东城,1,1,82.1,中层,1,0,79172
13312,东城,1,1,86.47,高层,1,0,78640
13313,东城,1,1,86.47,中层,1,0,78640
13314,东城,1,1,80.12,低层,1,0,78633
13315,东城,2,1,117.0,低层,1,0,76924
13316,东城,3,2,241.0,高层,1,0,76764
13317,东城,1,0,79.28,高层,1,0,76312
13318,东城,3,2,145.34,高层,1,0,75685
13319,东城,2,2,106.44,低层,1,0,75160
13320,东城,1,1,68.4,低层,1,0,73100
13321,东城,3,2,145.0,高层,1,0,72414
13322,东城,2,1,117.6,低层,1,0,71429
13323,东城,3,1,175.48,中层,1,0,71234
13324,东城,2,2,163.0,低层,1,0,70553
13325,东城,1,1,86.0,低层,1,0,69768
13326,朝阳,2,2,136.41,高层,1,0,46918
13327,朝阳,2,2,134.96,中层,1,0,42976
13328,朝阳,2,1,118.36,高层,1,1,63367
13329,西城,1,1,63.06,中层,1,1,130035
13330,西城,1,1,63.0,高层,1,1,122064
13331,西城,2,1,106.7,中层,1,1,121837
13332,西城,1,1,63.0,低层,1,1,120635
13333,西城,3,2,132.06,低层,1,1,119643
13334,西城,2,1,69.09,高层,1,1,118686
13335,西城,3,2,135.25,低层,1,1,118300
13336,西城,1,1,67.69,中层,1,1,117891
13337,西城,1,2,95.59,低层,1,1,115075
13338,西城,3,1,138.27,低层,1,1,111738
13339,西城,3,2,147.85,低层,1,1,111600
13340,西城,3,2,146.21,低层,1,1,107175
13341,西城,3,2,135.88,高层,1,1,106712
13342,西城,3,2,132.35,低层,1,1,104269
13343,西城,3,2,135.55,中层,1,1,103283
13344,海淀,2,1,69.0,中层,0,0,57972
13345,海淀,3,1,90.4,中层,0,0,51439
13346,海淀,3,1,97.0,低层,0,0,50516
13347,海淀,3,2,99.17,高层,0,0,48402
13348,海淀,4,2,137.0,高层,0,0,36862
13349,海淀,3,1,119.7,高层,0,0,30911
13350,朝阳,4,2,287.0,中层,1,0,68990
13351,朝阳,4,2,204.53,中层,1,0,68450
13352,朝阳,4,2,204.66,高层,1,0,68407
13353,朝阳,2,2,118.44,低层,1,0,67545
13354,朝阳,2,2,105.29,低层,1,0,66484
13355,朝阳,2,2,167.0,中层,1,0,64671
13356,朝阳,4,2,204.53,低层,1,0,63561
13357,朝阳,2,2,159.0,中层,1,0,62265
13358,朝阳,3,2,194.05,高层,1,0,61840
13359,朝阳,4,2,184.21,中层,1,0,60801
13360,朝阳,3,2,164.56,中层,1,0,59553
13361,朝阳,2,2,148.0,低层,1,0,59460
13362,朝阳,4,2,270.61,高层,1,0,59126
13363,朝阳,3,2,223.43,低层,1,0,54604
13364,丰台,2,1,94.0,中层,1,0,38830
13365,丰台,3,2,133.18,中层,1,1,36643
13366,丰台,2,1,94.21,高层,1,0,36621
13367,丰台,4,2,166.0,低层,1,0,34940
13368,丰台,3,2,171.0,中层,1,0,33919
13369,朝阳,3,2,149.45,低层,1,1,64571
13370,朝阳,3,2,153.14,低层,1,1,52240
13371,朝阳,3,1,140.0,低层,1,1,40000
13372,东城,3,1,86.57,高层,1,1,75084
13373,东城,3,1,86.57,高层,1,1,71619
13374,东城,2,1,60.06,高层,1,1,71429
13375,东城,3,1,78.23,高层,1,1,57523
13376,石景山,2,1,83.92,高层,0,0,42303
13377,石景山,3,1,115.35,低层,0,0,39012
13378,石景山,2,1,81.0,高层,1,0,37038
13379,石景山,2,1,78.0,低层,1,0,36539
13380,石景山,2,1,116.4,低层,1,0,36083
13381,石景山,3,2,145.57,中层,1,0,35722
13382,石景山,3,1,98.0,高层,1,0,35715
13383,石景山,2,1,72.88,高层,1,0,35401
13384,石景山,2,1,59.34,中层,1,0,34547
13385,石景山,3,2,122.03,高层,0,0,34418
13386,石景山,1,1,75.01,高层,1,0,33996
13387,石景山,1,1,59.34,低层,1,0,33705
13388,石景山,2,1,77.17,高层,1,0,33433
13389,石景山,2,1,76.78,高层,1,0,32952
13390,石景山,3,2,109.0,中层,1,0,32569
13391,石景山,1,1,66.69,高层,1,0,32239
13392,石景山,2,1,77.17,中层,1,0,31749
13393,石景山,4,2,182.4,低层,0,0,31250
13394,石景山,1,1,69.0,中层,1,0,31160
13395,石景山,3,1,128.0,低层,1,0,30860
13396,石景山,1,1,71.54,低层,1,0,30753
13397,石景山,3,1,109.84,中层,1,0,30499
13398,石景山,4,2,185.57,中层,0,0,30447
13399,石景山,2,1,124.22,中层,1,0,29384
13400,石景山,3,2,128.76,中层,1,0,28736
13401,石景山,2,2,88.2,中层,0,0,34581
13402,石景山,2,1,88.29,高层,0,0,29449
13403,石景山,3,1,92.11,中层,0,0,39084
13404,石景山,2,1,69.0,低层,1,0,37682
13405,石景山,2,1,61.74,中层,0,0,35634
13406,石景山,1,1,69.24,低层,0,0,35385
13407,石景山,2,1,72.39,中层,0,0,35226
13408,石景山,2,1,59.64,中层,0,0,35212
13409,石景山,2,1,81.58,中层,0,0,34936
13410,石景山,2,1,58.95,低层,0,0,34776
13411,石景山,2,1,73.0,高层,0,0,34247
13412,石景山,2,1,58.44,低层,0,0,34224
13413,石景山,2,1,81.58,中层,0,0,33832
13414,石景山,3,1,85.73,中层,0,0,33828
13415,石景山,3,1,58.05,高层,0,0,33592
13416,石景山,2,1,58.95,高层,0,0,33419
13417,石景山,2,1,56.56,高层,0,0,33240
13418,石景山,2,1,59.82,高层,0,0,32765
13419,石景山,2,1,61.74,高层,0,0,32394
13420,石景山,2,1,79.1,低层,0,0,30974
13421,石景山,2,2,83.97,中层,1,0,41682
13422,石景山,1,1,62.0,低层,0,0,37097
13423,石景山,1,1,65.86,高层,1,0,36897
13424,石景山,2,1,83.97,高层,1,0,36323
13425,石景山,3,0,67.88,低层,1,0,36094
13426,石景山,2,1,67.93,中层,0,0,35331
13427,石景山,1,1,57.6,高层,0,0,34723
13428,石景山,1,1,61.61,高层,1,0,34086
13429,石景山,2,1,85.0,低层,0,0,33883
13430,石景山,2,1,68.17,高层,1,0,33446
13431,石景山,2,1,73.93,高层,0,0,32464
13432,石景山,3,1,96.28,高层,1,0,32198
13433,石景山,2,1,67.88,高层,1,0,31674
13434,石景山,3,1,108.0,低层,0,0,31482
13435,石景山,2,1,87.36,低层,0,0,30678
13436,石景山,1,1,53.1,低层,1,0,30509
13437,石景山,1,1,53.12,高层,1,0,30121
13438,石景山,1,1,53.12,中层,1,0,30121
13439,石景山,2,1,84.0,低层,0,0,29167
13440,石景山,2,1,90.64,高层,1,0,29016
13441,丰台,2,2,81.32,高层,1,0,41811
13442,丰台,2,1,83.43,中层,1,0,39555
13443,丰台,2,1,83.42,中层,1,0,38361
13444,丰台,2,1,83.42,低层,1,0,35364
13445,丰台,2,1,83.42,中层,1,0,34165
13446,丰台,3,1,103.86,低层,1,0,30811
13447,丰台,2,2,152.92,低层,1,0,39891
13448,丰台,3,1,69.4,高层,1,0,44669
13449,丰台,2,1,57.0,低层,1,0,44386
13450,丰台,2,1,65.5,中层,1,0,43512
13451,丰台,1,1,44.4,低层,1,0,43244
13452,丰台,2,1,52.4,低层,1,0,42939
